evcode,relocated_latitude,relocated_longitude,relocated_time,max_cc,eff_nstations,Ms_BB,detected_time,detected_latitude,detected_longitude,quality_group,usgs_event,poli_event,csf_az,csf_amp
201602171014,-75.30,-107.96,2016-02-17T10:14:07.000000Z,0.78,7.67,2.61,2016-02-17T10:14:06.000000Z,-75.09,-107.88,A,False,False,-152.00,410930962037.47
201603030524,-75.35,-106.34,2016-03-03T05:24:17.000000Z,0.81,7.99,2.60,2016-03-03T05:24:18.000000Z,-75.22,-106.19,A,False,False,4.00,489760576818.65
201605012122,-75.36,-108.60,2016-05-01T21:22:51.000000Z,0.82,8.15,2.37,2016-05-01T21:22:58.000000Z,-75.52,-108.43,A,False,False,-142.00,310147423379.47
201605071638,-75.47,-102.37,2016-05-07T16:38:30.000000Z,0.78,9.03,2.15,2016-05-07T16:38:32.000000Z,-75.45,-102.72,B,False,False,110.00,252062014605.23
201605120855,-75.42,-102.79,2016-05-12T08:55:36.000000Z,0.77,5.98,2.19,2016-05-12T08:55:42.000000Z,-75.45,-102.72,B,False,False,-4.00,268616971493.11
201605140631,-75.13,-106.18,2016-05-14T06:31:40.000000Z,0.76,4.63,2.22,2016-05-14T06:31:46.000000Z,-75.22,-106.19,B,False,False,36.00,188140997703.75
201605191558,-75.47,-102.46,2016-05-19T15:58:20.000000Z,0.83,9.00,2.15,2016-05-19T15:58:24.000000Z,-75.45,-102.72,B,False,False,-84.00,279669884142.96
201607030441,-74.46,-137.74,2016-07-03T04:41:46.000000Z,0.84,2.19,2.86,2016-07-03T04:41:50.000000Z,-74.46,-137.39,A,False,False,-2.00,639323044123.60
201607082206,-75.27,-108.58,2016-07-08T22:06:22.000000Z,0.88,4.37,2.41,2016-07-08T22:06:18.000000Z,-74.95,-109.54,A,False,False,32.00,194130781578.52
201607131712,-75.21,-108.13,2016-07-13T17:12:36.000000Z,0.76,4.35,2.27,2016-07-13T17:12:38.000000Z,-75.09,-107.88,A,False,False,4.00,188178226674.30
201608090359,-75.35,-106.14,2016-08-09T03:59:54.000000Z,0.81,6.03,2.42,2016-08-09T03:59:56.000000Z,-75.22,-106.19,A,False,False,-18.00,401704822068.12
201610201748,-75.43,-106.61,2016-10-20T17:48:26.000000Z,0.76,8.25,2.04,2016-10-20T17:48:28.000000Z,-75.22,-106.19,A,False,False,178.00,135359097156.08
201611050357,-75.30,-107.39,2016-11-05T03:56:43.000000Z,0.81,7.69,2.15,2016-11-05T03:57:00.000000Z,-75.66,-106.70,A,False,False,162.00,161393345571.37
201611071242,-75.25,-105.85,2016-11-07T12:42:18.000000Z,0.73,7.16,2.25,2016-11-07T12:42:20.000000Z,-75.22,-106.19,A,False,False,112.00,106375855398.88
201611110820,-75.21,-106.44,2016-11-11T08:20:47.000000Z,0.78,5.88,2.53,2016-11-11T08:20:52.000000Z,-75.22,-106.19,A,False,False,-34.00,372493727521.87
201611140635,-74.98,-106.64,2016-11-14T06:34:54.000000Z,0.80,4.64,2.35,2016-11-14T06:35:06.000000Z,-75.22,-106.19,A,False,False,-24.00,380319519840.80
201611170148,-75.30,-106.46,2016-11-17T01:48:31.000000Z,0.80,7.62,2.28,2016-11-17T01:48:34.000000Z,-75.22,-106.19,A,False,False,-26.00,392794879912.74
201611241008,-75.16,-106.39,2016-11-24T10:08:09.000000Z,0.79,7.29,2.47,2016-11-24T10:08:16.000000Z,-75.22,-106.19,A,False,False,152.00,572237209889.82
201612080208,-75.40,-106.11,2016-12-08T02:08:55.000000Z,0.80,8.16,2.14,2016-12-08T02:08:56.000000Z,-75.22,-106.19,A,False,False,-26.00,226268924174.79
201701101458,,,2017-01-10T14:57:39.000000Z,0.68,2.52,2.60,2017-01-10T14:58:06.000000Z,-74.03,-113.63,B,False,False,74.00,435057403484.39
201704190933,-75.44,-104.84,2017-04-19T09:33:11.000000Z,0.82,5.19,2.61,2017-04-19T09:33:14.000000Z,-75.34,-104.47,B,False,False,148.00,453923646776.18
201707011150,-72.79,-88.10,2017-07-01T11:50:34.000000Z,0.85,3.76,2.70,2017-07-01T11:50:36.000000Z,-72.64,-88.49,B,False,False,,
201708200524,-75.63,-106.10,2017-08-20T05:24:48.000000Z,0.74,8.07,2.06,2017-08-20T05:24:52.000000Z,-75.66,-106.70,B,False,False,-18.00,169950258241.68
201708221616,-73.04,-88.15,2017-08-22T16:15:57.000000Z,0.82,4.02,2.60,2017-08-22T16:16:04.000000Z,-73.09,-88.45,B,False,False,-34.00,440995527708.13
201708260811,-75.30,-107.39,2017-08-26T08:11:44.000000Z,0.92,7.13,2.75,2017-08-26T08:11:44.000000Z,-75.09,-107.88,A,False,False,-102.00,362149050058.99
201708291322,-75.52,-106.06,2017-08-29T13:22:36.000000Z,0.79,7.30,2.08,2017-08-29T13:22:40.000000Z,-75.66,-106.70,C,False,False,-14.00,244202962489.26
201709261721,-75.16,-108.24,2017-09-26T17:21:53.000000Z,0.82,6.70,2.34,2017-09-26T17:21:58.000000Z,-75.09,-107.88,B,False,False,,
201710100955,-75.21,-107.65,2017-10-10T09:55:45.000000Z,0.85,6.25,2.29,2017-10-10T09:55:46.000000Z,-75.09,-107.88,C,False,False,,
201710111327,-75.57,-106.97,2017-10-11T13:27:51.000000Z,0.80,7.30,2.36,2017-10-11T13:27:58.000000Z,-75.66,-106.70,B,False,False,-126.00,227804887527.00
201710280011,-75.74,-106.60,2017-10-28T00:11:47.000000Z,0.74,5.41,2.27,2017-10-28T00:11:50.000000Z,-75.66,-106.70,C,False,False,178.00,471939929523.06
201710291517,-75.36,-108.12,2017-10-29T15:17:17.000000Z,0.82,6.80,2.55,2017-10-29T15:17:24.000000Z,-75.52,-108.43,A,False,False,64.00,233678050156.67
201801280514,-75.38,-108.15,2018-01-28T05:14:06.000000Z,0.80,4.88,2.40,2018-01-28T05:14:14.000000Z,-75.52,-108.43,C,False,False,,
201803020535,-75.30,-107.39,2018-03-02T05:35:35.000000Z,0.81,2.73,2.82,2018-03-02T05:35:34.000000Z,-75.09,-107.88,C,False,False,,
201804041720,-75.30,-99.77,2018-04-04T17:20:42.000000Z,0.78,3.35,2.35,2018-04-04T17:20:28.000000Z,-74.65,-100.30,C,False,False,-18.00,223843518232.52
201804050741,-75.34,-99.89,2018-04-05T07:41:51.000000Z,0.85,3.38,2.42,2018-04-05T07:41:48.000000Z,-75.10,-100.62,B,False,False,-52.00,239465609352.50
201804060055,-75.19,-99.61,2018-04-06T00:55:46.000000Z,0.84,5.91,2.48,2018-04-06T00:55:50.000000Z,-75.18,-98.88,B,False,False,,
201804070221,-75.32,-99.70,2018-04-07T02:21:26.000000Z,0.86,6.07,2.43,2018-04-07T02:21:26.000000Z,-75.18,-98.88,B,False,False,138.00,320756213687.37
201804071600,-75.53,-105.51,2018-04-07T16:00:13.000000Z,0.85,5.35,2.25,2018-04-07T16:00:20.000000Z,-75.66,-106.70,B,False,False,148.00,222071040983.36
201804081138,-75.40,-99.57,2018-04-08T11:38:45.000000Z,0.88,3.42,2.42,2018-04-08T11:38:44.000000Z,-75.18,-98.88,B,False,False,,
201804091600,-75.15,-99.58,2018-04-09T16:00:51.000000Z,0.82,5.81,2.41,2018-04-09T16:00:56.000000Z,-75.18,-98.88,C,False,False,-14.00,308972855382.20
201804111251,-75.19,-99.16,2018-04-11T12:51:15.000000Z,0.78,5.91,2.64,2018-04-11T12:51:18.000000Z,-75.18,-98.88,C,False,False,94.00,291934591966.39
201804122120,-75.02,-99.40,2018-04-12T21:20:27.000000Z,0.82,5.67,2.66,2018-04-12T21:20:36.000000Z,-75.18,-98.88,B,False,False,-16.00,479931317299.72
201804231343,-74.98,-99.73,2018-04-23T13:43:45.000000Z,0.74,4.54,2.43,2018-04-23T13:43:52.000000Z,-75.10,-100.62,C,False,False,,
201804272344,-75.28,-98.67,2018-04-27T23:44:13.000000Z,0.74,4.65,2.24,2018-04-27T23:44:18.000000Z,-75.18,-98.88,C,False,False,,
201804280151,-75.45,-106.27,2018-04-28T01:50:57.000000Z,0.80,2.88,2.32,2018-04-28T01:51:12.000000Z,-75.78,-104.93,B,False,False,,
201804291028,-75.50,-105.95,2018-04-29T10:27:55.000000Z,0.82,4.74,2.22,2018-04-29T10:28:02.000000Z,-75.66,-106.70,C,False,False,,
201805040019,-73.98,-114.81,2018-05-04T00:19:43.000000Z,0.79,1.92,2.35,2018-05-04T00:19:42.000000Z,-73.84,-115.11,C,False,False,,
201805102341,-75.57,-104.98,2018-05-10T23:40:57.000000Z,0.79,5.62,2.39,2018-05-10T23:41:04.000000Z,-75.78,-104.93,B,False,False,,
201805170807,-75.37,-107.39,2018-05-17T08:06:58.000000Z,0.81,3.65,2.30,2018-05-17T08:07:06.000000Z,-75.52,-108.43,C,False,False,,
201805181637,-75.39,-106.56,2018-05-18T16:37:14.000000Z,0.75,5.05,2.44,2018-05-18T16:37:14.000000Z,-75.22,-106.19,C,False,False,,
201805200448,-75.88,-105.61,2018-05-20T04:48:28.000000Z,0.82,5.96,2.65,2018-05-20T04:48:24.000000Z,-75.66,-106.70,B,False,False,,
201805231634,-75.42,-106.41,2018-05-23T16:34:24.000000Z,0.84,5.11,2.46,2018-05-23T16:34:24.000000Z,-75.22,-106.19,B,False,False,-14.00,326510535458.51
201805250109,-74.57,-114.63,2018-05-25T01:09:47.000000Z,0.85,2.05,2.53,2018-05-25T01:09:38.000000Z,-74.25,-115.82,C,False,False,,
201805270512,-75.52,-105.97,2018-05-27T05:12:16.000000Z,0.82,5.22,2.50,2018-05-27T05:12:24.000000Z,-75.66,-106.70,B,False,False,164.00,312783029576.61
201805280047,-75.41,-107.44,2018-05-28T00:47:52.000000Z,0.82,4.99,2.47,2018-05-28T00:47:50.000000Z,-75.22,-106.19,C,False,False,,
201806141313,-75.32,-99.15,2018-06-14T13:13:04.000000Z,0.75,5.95,2.18,2018-06-14T13:13:06.000000Z,-75.18,-98.88,C,False,False,80.00,245209793929.32
201806141603,-75.41,-105.85,2018-06-14T16:03:55.000000Z,0.76,5.14,2.57,2018-06-14T16:03:52.000000Z,-75.34,-104.47,C,False,False,,
201806161018,-75.31,-99.42,2018-06-16T10:17:58.000000Z,0.81,5.87,2.53,2018-06-16T10:18:00.000000Z,-75.18,-98.88,C,False,False,136.00,342544292454.47
201806180450,-75.12,-99.65,2018-06-18T04:50:47.000000Z,0.83,5.82,2.57,2018-06-18T04:50:52.000000Z,-75.18,-98.88,B,False,False,-72.00,299339505564.45
201806200059,-75.26,-99.56,2018-06-20T00:59:33.000000Z,0.81,5.99,2.55,2018-06-20T00:59:34.000000Z,-75.18,-98.88,C,False,False,,
201806210533,-75.48,-108.38,2018-06-21T05:34:06.000000Z,0.71,4.88,2.79,2018-06-21T05:33:41.069536Z,-74.79,-111.16,C,False,True,,
201806211931,-75.25,-99.37,2018-06-21T19:31:25.000000Z,0.84,5.98,2.62,2018-06-21T19:31:27.069536Z,-75.18,-98.88,B,False,False,-172.00,430189957015.25
201806231411,-75.28,-99.58,2018-06-23T14:11:25.000000Z,0.80,6.02,2.44,2018-06-23T14:11:26.000000Z,-75.18,-98.88,C,False,False,126.00,300702897695.40
201806250231,-75.31,-99.51,2018-06-25T02:31:44.000000Z,0.81,5.98,2.35,2018-06-25T02:31:44.000000Z,-75.18,-98.88,C,False,False,,
201806302057,-75.41,-99.76,2018-06-30T20:57:07.000000Z,0.84,6.18,2.48,2018-06-30T20:57:14.000000Z,-75.62,-99.16,A,False,False,158.00,423948947601.10
201807020943,-75.39,-106.48,2018-07-02T09:43:22.000000Z,0.80,5.06,2.12,2018-07-02T09:43:22.000000Z,-75.22,-106.19,C,False,False,,
201807060844,-74.73,-113.76,2018-07-06T08:44:31.000000Z,0.88,2.10,2.43,2018-07-06T08:44:24.000000Z,-74.44,-114.30,C,False,False,,
201807091225,-75.48,-99.80,2018-07-09T12:25:41.000000Z,0.79,6.26,2.32,2018-07-09T12:25:48.000000Z,-75.62,-99.16,C,False,False,,
201807142304,-75.41,-99.94,2018-07-14T23:04:39.000000Z,0.76,6.14,2.47,2018-07-14T23:04:34.000000Z,-75.10,-100.62,C,False,False,-18.00,390726632176.89
201807271423,-75.59,-105.76,2018-07-27T14:23:33.000000Z,0.84,4.87,2.67,2018-07-27T14:23:40.000000Z,-75.66,-106.70,C,False,False,-6.00,334479692007.10
201808010222,-75.51,-108.61,2018-08-01T02:22:02.000000Z,0.73,4.85,2.40,2018-08-01T02:22:08.000000Z,-75.52,-108.43,C,False,False,,
201808091523,-75.30,-106.74,2018-08-09T15:23:51.000000Z,0.76,5.00,2.59,2018-08-09T15:23:54.000000Z,-75.22,-106.19,C,False,False,-20.00,263376423642.97
201809231151,-75.36,-108.12,2018-09-23T11:51:01.000000Z,0.84,4.79,2.52,2018-09-23T11:51:08.000000Z,-75.52,-108.43,C,False,False,,
201809240116,-75.31,-107.79,2018-09-24T01:16:19.000000Z,0.86,4.90,2.71,2018-09-24T01:16:18.000000Z,-75.09,-107.88,C,False,False,,
201809241327,-75.34,-107.73,2018-09-24T13:27:24.000000Z,0.74,4.80,2.49,2018-09-24T13:27:32.000000Z,-75.52,-108.43,C,False,False,,
201809250259,-75.41,-107.81,2018-09-25T02:59:08.000000Z,0.86,4.93,2.41,2018-09-25T02:59:14.000000Z,-75.52,-108.43,B,False,False,,
201809251434,-75.37,-107.95,2018-09-25T14:34:19.000000Z,0.81,4.91,2.68,2018-09-25T14:34:26.000000Z,-75.52,-108.43,A,False,False,40.00,431277706262.64
201809260229,-75.36,-107.75,2018-09-26T02:29:28.000000Z,0.88,4.93,2.49,2018-09-26T02:29:34.000000Z,-75.52,-108.43,B,False,False,,
201809261146,-75.36,-107.75,2018-09-26T11:46:12.000000Z,0.82,4.93,2.79,2018-09-26T11:46:20.000000Z,-75.52,-108.43,B,False,False,36.00,576998670176.46
201809270525,-75.33,-107.62,2018-09-27T05:25:36.000000Z,0.83,4.93,2.52,2018-09-27T05:25:44.000000Z,-75.52,-108.43,A,False,False,36.00,370302476786.39
201809272322,-75.47,-107.89,2018-09-27T23:22:37.000000Z,0.80,4.95,2.61,2018-09-27T23:22:42.000000Z,-75.52,-108.43,A,False,False,38.00,410742851776.51
201810010926,-75.39,-107.78,2018-10-01T09:26:37.000000Z,0.88,4.94,2.69,2018-10-01T09:26:42.000000Z,-75.52,-108.43,A,False,False,26.00,430669086413.56
201810031255,-75.50,-108.41,2018-10-03T12:55:46.000000Z,0.82,4.78,2.64,2018-10-03T12:55:50.000000Z,-75.52,-108.43,B,False,False,,
201810050601,-75.36,-107.47,2018-10-05T06:01:27.000000Z,0.87,4.96,2.59,2018-10-05T06:01:34.000000Z,-75.52,-108.43,B,False,False,38.00,386519993963.64
201810060729,-75.44,-108.24,2018-10-06T07:29:14.000000Z,0.84,4.89,2.55,2018-10-06T07:29:20.000000Z,-75.52,-108.43,C,False,False,,
201810100644,-75.38,-107.30,2018-10-10T06:44:33.000000Z,0.79,4.98,2.59,2018-10-10T06:44:40.000000Z,-75.52,-108.43,C,False,False,,
201810111104,-75.44,-100.32,2018-10-11T11:04:36.000000Z,0.70,6.13,2.23,2018-10-11T11:04:46.000000Z,-75.54,-100.95,C,False,False,,
201810112207,-75.31,-108.15,2018-10-11T22:08:10.000000Z,0.82,4.74,2.12,2018-10-11T22:07:52.000000Z,-74.79,-111.16,C,False,False,,
201810221938,-75.43,-106.33,2018-10-22T19:38:15.000000Z,0.82,5.13,2.52,2018-10-22T19:38:14.000000Z,-75.22,-106.19,B,False,False,176.00,369028203555.93
201810230221,-75.34,-107.44,2018-10-23T02:21:25.000000Z,0.84,4.94,2.26,2018-10-23T02:21:32.000000Z,-75.52,-108.43,C,False,False,-112.00,114755926443.03
201810240110,-75.64,-108.78,2018-10-24T01:10:14.000000Z,0.74,4.74,2.22,2018-10-24T01:10:02.000000Z,-75.22,-106.19,C,False,False,-134.00,325889744429.12
201810280725,-75.42,-106.98,2018-10-28T07:25:53.000000Z,0.85,5.05,2.47,2018-10-28T07:25:52.000000Z,-75.22,-106.19,B,False,False,-6.00,225223717376.32
201811080305,-75.56,-106.39,2018-11-08T03:05:41.000000Z,0.80,4.77,2.22,2018-11-08T03:05:46.000000Z,-75.66,-106.70,C,False,False,4.00,235337731750.72
201811080429,-75.41,-107.53,2018-11-08T04:29:53.000000Z,0.87,4.98,2.82,2018-11-08T04:29:58.000000Z,-75.52,-108.43,B,False,False,12.00,363948276814.40
201811080503,-75.41,-107.16,2018-11-08T05:03:34.000000Z,0.91,5.02,2.78,2018-11-08T05:03:44.000000Z,-75.66,-106.70,B,False,False,170.00,416472562206.97
201811081110,-75.42,-101.50,2018-11-08T11:10:06.000000Z,0.75,5.93,2.19,2018-11-08T11:10:10.000000Z,-75.54,-100.95,C,False,False,164.00,186815910459.90
201811081146,-75.37,-106.82,2018-11-08T11:46:29.000000Z,0.82,5.01,2.20,2018-11-08T11:46:30.000000Z,-75.22,-106.19,C,False,False,,
201811172140,-75.48,-105.64,2018-11-17T21:40:13.000000Z,0.83,5.25,2.34,2018-11-17T21:40:20.000000Z,-75.66,-106.70,B,False,False,-6.00,255725172283.76
201811180737,-75.41,-106.87,2018-11-18T07:37:01.000000Z,0.76,5.03,2.22,2018-11-18T07:37:00.000000Z,-75.22,-106.19,C,False,False,,
201811221237,-75.39,-101.75,2018-11-22T12:37:38.000000Z,0.78,6.03,2.22,2018-11-22T12:37:44.000000Z,-75.54,-100.95,C,False,False,,
201811230248,-75.48,-107.15,2018-11-23T02:48:00.000000Z,0.84,5.05,2.21,2018-11-23T02:48:08.000000Z,-75.66,-106.70,C,False,False,,
201811231859,-75.36,-101.82,2018-11-23T18:59:17.000000Z,0.80,5.77,2.15,2018-11-23T18:59:24.000000Z,-75.45,-102.72,C,False,False,,
201811290721,-75.37,-101.73,2018-11-29T07:20:55.000000Z,0.85,6.00,2.42,2018-11-29T07:21:02.000000Z,-75.54,-100.95,B,False,False,176.00,398102221333.23
201812120410,-75.08,-107.96,2018-12-12T04:10:03.000000Z,0.71,4.74,2.27,2018-12-12T04:10:10.000000Z,-75.09,-107.88,C,False,False,,
201812200420,-75.29,-107.76,2018-12-20T04:20:26.000000Z,0.72,4.90,2.53,2018-12-20T04:20:26.000000Z,-75.09,-107.88,C,False,False,-114.00,187810333993.49
201812302137,-75.39,-108.35,2018-12-30T21:37:34.000000Z,0.85,5.13,2.68,2018-12-30T21:37:40.000000Z,-75.52,-108.43,A,False,False,10.00,330142094608.44
201901011106,-75.29,-108.32,2019-01-01T11:06:45.000000Z,0.86,5.11,2.48,2019-01-01T11:06:46.000000Z,-75.09,-107.88,B,False,False,42.00,212219486004.24
201901011928,-73.80,-115.77,2019-01-01T19:28:02.000000Z,0.86,1.85,2.41,2019-01-01T19:28:12.000000Z,-73.84,-115.11,C,False,False,,
201901081159,-75.30,-107.67,2019-01-08T11:59:00.000000Z,0.89,5.86,2.61,2019-01-08T11:59:02.000000Z,-75.09,-107.88,B,False,False,34.00,262585256779.31
201901100739,-75.41,-107.81,2019-01-10T07:38:54.000000Z,0.87,6.07,2.42,2019-01-10T07:39:00.000000Z,-75.52,-108.43,B,False,False,34.00,230446447697.89
201901122305,-75.39,-107.78,2019-01-12T23:05:03.000000Z,0.92,6.02,2.67,2019-01-12T23:05:08.000000Z,-75.52,-108.43,B,False,False,32.00,389774068556.70
201901161204,-75.41,-108.09,2019-01-16T12:04:15.000000Z,0.77,5.54,2.78,2019-01-16T12:04:20.000000Z,-75.52,-108.43,C,False,False,36.00,534177705251.93
201901201613,-75.31,-107.79,2019-01-20T16:13:28.000000Z,0.85,5.88,2.68,2019-01-20T16:13:28.000000Z,-75.09,-107.88,B,False,False,34.00,510130671561.63
201901211907,-75.38,-107.87,2019-01-21T19:07:00.000000Z,0.86,5.93,2.47,2019-01-21T19:07:06.000000Z,-75.52,-108.43,B,False,False,,
201901231503,-75.27,-107.73,2019-01-23T15:03:39.000000Z,0.82,5.83,2.79,2019-01-23T15:03:40.000000Z,-75.09,-107.88,C,False,False,32.00,425769631130.24
201901270419,-75.41,-107.72,2019-01-27T04:19:15.000000Z,0.84,5.63,2.30,2019-01-27T04:19:22.000000Z,-75.52,-108.43,B,False,False,,
201904171336,-75.29,-107.76,2019-04-17T13:36:18.000000Z,0.83,5.63,2.28,2019-04-17T13:36:20.000000Z,-75.09,-107.88,C,False,False,32.00,352263808123.10
201904231957,-75.10,-100.08,2019-04-23T19:57:43.000000Z,0.83,6.42,2.37,2019-04-23T19:57:40.000000Z,-74.57,-101.98,C,False,False,-84.00,338492066783.59
201905231255,-75.20,-108.01,2019-05-23T12:55:24.000000Z,0.80,5.31,2.17,2019-05-23T12:55:26.000000Z,-75.09,-107.88,C,False,False,,
201905240905,-75.68,-100.03,2019-05-24T09:05:12.000000Z,0.82,7.29,2.27,2019-05-24T09:05:14.000000Z,-75.62,-99.16,B,False,False,120.00,291148521645.68
201906020232,-75.36,-107.19,2019-06-02T02:32:40.000000Z,0.86,6.06,2.32,2019-06-02T02:32:38.000000Z,-75.09,-107.88,C,False,False,-14.00,249307362679.45
201906131538,-75.39,-106.56,2019-06-13T15:38:21.000000Z,0.74,6.17,2.49,2019-06-13T15:38:16.000000Z,-75.09,-107.88,C,False,False,,
201907030731,-75.55,-99.76,2019-07-03T07:30:54.000000Z,0.85,7.02,2.38,2019-07-03T07:31:00.000000Z,-75.62,-99.16,B,False,False,-56.00,323423787295.58
201907031336,-75.13,-107.74,2019-07-03T13:36:12.000000Z,0.87,5.17,2.55,2019-07-03T13:36:16.000000Z,-75.09,-107.88,C,False,False,,
201907042339,-75.31,-106.66,2019-07-04T23:39:42.000000Z,0.86,6.01,2.76,2019-07-04T23:39:46.000000Z,-75.22,-106.19,B,False,False,-12.00,430280925407.85
201907130521,-75.49,-106.40,2019-07-13T05:20:53.000000Z,0.75,6.39,2.32,2019-07-13T05:21:00.000000Z,-75.66,-106.70,B,False,False,,
201907242009,-75.04,-108.27,2019-07-24T20:09:54.000000Z,0.76,5.26,2.55,2019-07-24T20:09:58.000000Z,-75.09,-107.88,C,False,False,,
201907260554,-75.13,-107.74,2019-07-26T05:54:06.000000Z,0.89,3.22,2.57,2019-07-26T05:54:10.000000Z,-75.09,-107.88,B,False,True,108.00,370086943872.52
201908120538,-75.49,-99.71,2019-08-12T05:38:40.000000Z,0.74,6.87,2.10,2019-08-12T05:38:48.000000Z,-75.62,-99.16,C,False,False,128.00,310285391515.42
201910211753,-75.23,-98.73,2019-10-21T17:52:58.000000Z,0.76,6.78,2.20,2019-10-21T17:53:02.000000Z,-75.18,-98.88,C,False,False,,
201910281611,-75.27,-107.45,2019-10-28T16:11:00.000000Z,0.76,5.64,2.29,2019-10-28T16:11:00.000000Z,-75.09,-107.88,C,False,False,,
201911010031,-75.31,-106.94,2019-11-01T00:31:24.000000Z,0.85,5.99,2.21,2019-11-01T00:31:26.000000Z,-75.22,-106.19,C,False,False,168.00,111299816791.91
201911300326,-75.32,-108.27,2019-11-30T03:26:47.000000Z,0.88,5.83,2.95,2019-11-30T03:26:56.000000Z,-75.52,-108.43,A,False,False,-164.00,524167718097.27
201912090253,-75.32,-102.61,2019-12-09T02:53:11.000000Z,0.82,4.60,1.99,2019-12-09T02:53:18.000000Z,-75.45,-102.72,B,False,False,-4.00,128326833390.71
201912101410,-75.57,-101.90,2019-12-10T14:10:08.000000Z,0.71,6.85,1.94,2019-12-10T14:10:10.000000Z,-75.45,-102.72,B,False,False,,
201912120726,-75.03,-108.63,2019-12-12T07:26:13.000000Z,0.85,2.93,2.54,2019-12-12T07:26:14.000000Z,-74.95,-109.54,B,False,False,102.00,312065301287.37
201912182046,-75.39,-106.76,2019-12-18T20:46:25.000000Z,0.81,5.92,2.01,2019-12-18T20:46:26.000000Z,-75.22,-106.19,B,False,False,,
201912200617,-75.36,-106.54,2019-12-20T06:17:14.000000Z,0.79,5.99,1.91,2019-12-20T06:17:16.000000Z,-75.22,-106.19,B,False,False,,
202001010605,-75.57,-106.68,2020-01-01T06:05:31.000000Z,0.78,5.79,2.15,2020-01-01T06:05:36.000000Z,-75.66,-106.70,C,False,False,,
202001040454,-75.49,-106.78,2020-01-04T04:54:36.000000Z,0.89,6.18,2.41,2020-01-04T04:54:42.000000Z,-75.66,-106.70,A,False,False,24.00,420692508912.00
202001080003,-75.47,-106.75,2020-01-08T00:03:18.000000Z,0.89,6.15,2.52,2020-01-08T00:03:26.000000Z,-75.66,-106.70,A,False,False,-160.00,527487907791.61
202001100605,-75.52,-106.06,2020-01-10T06:05:35.000000Z,0.80,6.13,2.30,2020-01-10T06:05:42.000000Z,-75.66,-106.70,B,False,False,,
202001171418,-75.55,-105.53,2020-01-17T14:18:41.000000Z,0.82,6.46,2.01,2020-01-17T14:18:48.000000Z,-75.78,-104.93,C,False,False,,
202001210009,-75.50,-106.60,2020-01-21T00:09:04.000000Z,0.90,6.23,2.65,2020-01-21T00:09:10.000000Z,-75.66,-106.70,A,False,False,12.00,915999233996.41
202002120503,-75.39,-106.76,2020-02-12T05:03:11.000000Z,0.92,6.02,2.68,2020-02-12T05:03:20.000000Z,-75.66,-106.70,A,False,False,-170.00,790241166622.76
202002210426,-75.50,-106.89,2020-02-21T04:25:55.000000Z,0.86,6.20,2.83,2020-02-21T04:26:02.000000Z,-75.66,-106.70,B,False,False,8.00,860194675037.07
202002292142,-75.36,-106.91,2020-02-29T21:42:45.000000Z,0.89,5.94,2.64,2020-02-29T21:42:48.000000Z,-75.22,-106.19,A,False,False,18.00,636140159187.57
202003061644,-75.51,-106.52,2020-03-06T16:44:41.000000Z,0.87,6.25,2.52,2020-03-06T16:44:48.000000Z,-75.66,-106.70,A,False,False,-172.00,704577424773.92
202003110238,-75.72,-106.49,2020-03-11T02:38:10.000000Z,0.78,6.61,2.78,2020-03-11T02:38:14.000000Z,-75.66,-106.70,B,False,False,178.00,581825681025.02
202003191155,-75.51,-101.66,2020-03-19T11:55:25.000000Z,0.80,6.78,2.18,2020-03-19T11:55:28.000000Z,-75.54,-100.95,B,False,False,-4.00,343623942054.47
202003220037,-75.38,-107.30,2020-03-22T00:36:57.000000Z,0.88,5.93,2.72,2020-03-22T00:37:08.000000Z,-75.66,-106.70,A,False,False,4.00,653144031028.37
202003241605,-75.42,-106.98,2020-03-24T16:05:17.000000Z,0.86,6.05,2.43,2020-03-24T16:05:26.000000Z,-75.66,-106.70,B,False,False,-166.00,298132007757.83
202004010501,-75.73,-105.64,2020-04-01T05:01:47.000000Z,0.76,6.63,2.46,2020-04-01T05:01:54.000000Z,-75.78,-104.93,C,False,False,,
202004051734,-75.40,-101.12,2020-04-05T17:34:09.000000Z,0.68,6.66,2.34,2020-04-05T17:34:14.000000Z,-75.54,-100.95,B,False,False,,
202004150526,-75.58,-101.63,2020-04-15T05:26:23.000000Z,0.81,6.89,2.29,2020-04-15T05:26:24.000000Z,-75.54,-100.95,B,False,False,162.00,379668591137.88
202004160442,-75.58,-106.42,2020-04-16T04:42:27.000000Z,0.77,6.40,2.26,2020-04-16T04:42:32.000000Z,-75.66,-106.70,B,False,False,-162.00,287037078084.75
202004162342,-75.22,-99.36,2020-04-16T23:42:36.000000Z,0.71,6.53,2.43,2020-04-16T23:42:38.000000Z,-75.18,-98.88,B,False,False,-64.00,541239283289.38
202004230142,-75.63,-101.49,2020-04-23T01:41:54.000000Z,0.74,5.09,2.14,2020-04-23T01:42:00.000000Z,-75.45,-102.72,C,False,False,10.00,319389937032.42
202004230711,-75.52,-106.63,2020-04-23T07:11:10.000000Z,0.83,6.14,2.25,2020-04-23T07:11:02.000000Z,-75.22,-106.19,B,False,False,162.00,142466776629.30
202004270215,-75.73,-106.31,2020-04-27T02:15:24.000000Z,0.78,6.64,2.46,2020-04-27T02:15:28.000000Z,-75.66,-106.70,B,False,False,4.00,231411441071.19
